"","iter","types","value","split","site"
"304",2,"Eucalyptus diversicolor Co/dominant",0.57154541015625,"test","Collins"
"305",2,"Eucalyptus diversicolor Suppressed",0.565576171875,"test","Collins"
"306",2,"Non-euc Suppressed",0.639544677734375,"test","Collins"
"307",3,"Eucalyptus diversicolor Co/dominant",0.65474853515625,"test","Collins"
"308",3,"Eucalyptus diversicolor Suppressed",0.7003662109375,"test","Collins"
"309",3,"Non-euc Suppressed",0.622808837890625,"test","Collins"
"310",4,"Eucalyptus diversicolor Co/dominant",0.670794677734375,"test","Collins"
"311",4,"Eucalyptus diversicolor Suppressed",0.683941650390625,"test","Collins"
"312",4,"Non-euc Suppressed",0.709228515625,"test","Collins"
"313",5,"Eucalyptus diversicolor Co/dominant",0.554534912109375,"test","Collins"
"314",5,"Eucalyptus diversicolor Suppressed",0.6765625,"test","Collins"
"315",5,"Non-euc Suppressed",0.794805908203125,"test","Collins"
"316",6,"Eucalyptus diversicolor Co/dominant",0.59248046875,"test","Collins"
"317",6,"Eucalyptus diversicolor Suppressed",0.575286865234375,"test","Collins"
"318",6,"Non-euc Suppressed",0.751458740234375,"test","Collins"
"319",7,"Eucalyptus diversicolor Co/dominant",0.636724853515625,"test","Collins"
"320",7,"Eucalyptus diversicolor Suppressed",0.667706298828125,"test","Collins"
"321",7,"Non-euc Suppressed",0.823876953125,"test","Collins"
"322",8,"Eucalyptus diversicolor Co/dominant",0.4881591796875,"test","Collins"
"323",8,"Eucalyptus diversicolor Suppressed",0.65665283203125,"test","Collins"
"324",8,"Non-euc Suppressed",0.81168212890625,"test","Collins"
"325",9,"Eucalyptus diversicolor Co/dominant",0.63106689453125,"test","Collins"
"326",9,"Eucalyptus diversicolor Suppressed",0.477679443359375,"test","Collins"
"327",9,"Non-euc Suppressed",0.757421875,"test","Collins"
"328",10,"Eucalyptus diversicolor Co/dominant",0.68634033203125,"test","Collins"
"329",10,"Eucalyptus diversicolor Suppressed",0.572479248046875,"test","Collins"
"330",10,"Non-euc Suppressed",0.71292724609375,"test","Collins"
"331",11,"Eucalyptus diversicolor Co/dominant",0.737701416015625,"test","Collins"
"332",11,"Eucalyptus diversicolor Suppressed",0.69072265625,"test","Collins"
"333",11,"Non-euc Suppressed",0.722528076171875,"test","Collins"
"334",12,"Eucalyptus diversicolor Co/dominant",0.714306640625,"test","Collins"
"335",12,"Eucalyptus diversicolor Suppressed",0.546435546875,"test","Collins"
"336",12,"Non-euc Suppressed",0.76705322265625,"test","Collins"
"337",13,"Eucalyptus diversicolor Co/dominant",0.625775146484375,"test","Collins"
"338",13,"Eucalyptus diversicolor Suppressed",0.543304443359375,"test","Collins"
